year,ISO2 Code,AIP_SA_IX,ENSE_XDC_XDR_RATE,FIMM_PA,LUR_PT,PCPI_IX,RAFAGOLDV_OZT,RAXG_USD,TMG_CIF_XDC,TXG_FOB_XDC,ISO Code
2011-03-01,BR,103.056054910933,2.59261725599876,11.6222842236699,,105.116571524895,1.08045982431999,315590.8098661,30843.9058208213,31989.6499719411,BRA
2011-04-01,BR,100.310508252982,2.5684084944701,11.7357352808398,,105.926010159456,1.08045982431999,326402.627916279,30396.9559037784,31995.2970444172,BRA
2011-05-01,BR,103.056054910933,2.55322554826317,11.92,,106.424002750572,1.08045982431999,331356.730778367,33253.5517197733,37437.6735414807,BRA
2011-06-01,BR,100.898839679686,2.516224542872,12.0985144999307,,106.583578713038,1.08045982431999,334143.725747639,31954.3056789567,37586.1076607944,BRA
2011-07-01,BR,101.48717110639,2.50259437695778,12.2532714998788,,106.754071340944,1.08045982431999,344376.972752799,31269.3903858146,34791.49819729,BRA
2011-08-01,BR,99.329955875143,2.55952620440482,12.4178260112844,,107.148997767167,1.08045982431999,351435.589105773,37165.7081886743,41764.9002667625,BRA
2011-09-01,BR,98.3494034973035,2.85636650691253,11.9,,107.71698544846,1.08045982431999,347954.502781096,37001.7095328067,40734.3261115384,BRA
2011-10-01,BR,97.4669063572479,2.68921396354963,11.6992321363965,,108.180301572883,1.08045982431999,351062.706789949,36606.5290395668,39236.8673621102,BRA
2011-11-01,BR,97.9571825461677,2.86944891809953,11.4,,108.742830921455,1.08045982431999,350184.948630146,39720.1791739249,38977.3833814999,BRA
2011-12-01,BR,100.604673966334,2.85375211290959,10.9004545258937,,109.285453409518,1.08045982431999,350356.038764795,35283.8654257637,40637.4649633635,BRA
2012-01-01,BR,95.7019120771368,2.71579469839152,10.6233345401663,,109.898713144548,1.08045982431999,353188.598049561,32646.414398902,28880.6884246019,BRA
2012-02-01,BR,96.2902435038405,2.64897364719356,10.2957886951247,,110.393173873316,1.08045982431999,354416.941089826,29330.374448852,30973.1224869501,BRA
2012-03-01,BR,95.9960777904886,2.8400940604949,9.65998442083633,7.9482246664715,110.624350317935,1.08045982431999,363417.843812443,35433.437195432,37534.8593854778,BRA
2012-04-01,BR,96.6824644549763,2.92308980453814,9.18585081160583,7.75653474292005,111.333933571556,1.08045982431999,372485.836935616,36150.6923292587,36286.2875516414,BRA
2012-05-01,BR,96.7805196927603,3.03229382350232,8.71904861199679,7.61446531119044,111.732070781732,1.08045982431999,370725.240213854,42063.7815120367,46095.6285512787,BRA
2012-06-01,BR,97.368851119464,3.17228108619973,8.39049997808972,7.52447234728016,111.821972732417,1.08045982431999,372182.335658073,39704.22678023,39651.683920153,BRA
2012-07-01,BR,98.4474587350874,3.0638748446418,8.07155075459178,7.44099571347415,112.303590325373,1.08045982431999,374399.471074009,38504.4316742109,42603.8735703183,BRA
