,year,ISO2 Code,AIP_SA_IX,ENDE_XDC_USD_RATE,FIMM_PA,PCPI_IX,RAFAGOLDV_OZT,RAXG_USD,TMG_CIF_XDC,TXG_FOB_XDC,ISO Code,PCTOT,BCAXF_BP6_USD,FASMB_XDC,NGDP_R_K_IX,IXOB,General government,Private non-financial sector,debt_service,month,couprisk
0,1990-01-01,AF,,42.82278,,,0.965,254.882926641746,,,AFG,99.4426116943359,,,,,,,,01,0.00659801671281457
1,1990-02-01,AF,,42.82278,,,0.965,253.055987279599,,,AFG,99.4375839233398,,,,,,,,02,0.007204560097306967
2,1990-03-01,AF,,42.82278,,,0.965,237.475415615162,,,AFG,99.4433441162109,,,,,,,,03,0.006140178069472313
3,1990-04-01,AF,,42.82278,,,0.965,248.63301639814,,,AFG,99.4496536254883,,,,,,,,04,0.008673273026943207
4,1990-05-01,AF,,42.82278,,,0.965,255.341546858395,,,AFG,99.4599533081055,,,,,,,,05,0.008243046700954437
5,1990-06-01,AF,,42.82278,,,0.965,249.485329379369,,,AFG,99.4503402709961,,,,,,,,06,0.009678456000983715
6,1990-07-01,AF,,42.82278,,,0.965,256.881498101767,,,AFG,99.4588775634766,,,,,,,,07,0.009102019481360912
7,1990-08-01,AF,,42.82278,,,0.965,276.173963660555,,,AFG,99.4668502807617,,,,,,,,08,0.012801590375602244
8,1990-09-01,AF,,42.82278,,,0.965,256.021218493246,,,AFG,99.4782638549805,,,,,,,,09,0.008706522174179554
9,1990-10-01,AF,,42.82278,,,0.965,279.33580552853,,,AFG,99.4658737182617,,,,,,,,10,0.01004938129335642
10,1990-11-01,AF,,42.82278,,,0.965,268.106753270841,,,AFG,99.4435577392578,,,,,,,,11,0.013448248617351057
11,1990-12-01,AF,,42.82278,,,0.965,266.400667368511,,,AFG,99.4283447265625,,,,,,,,12,0.012996417470276356
12,1991-01-01,AF,,42.82278,,,0.965,280.056718126776,,,AFG,99.4165115356445,,,,,,,,01,0.009059187956154345
13,1991-02-01,AF,,42.82278,,,0.965,286.623370077845,,,AFG,99.3616714477539,,,,,,,,02,0.00961948838084936
14,1991-03-01,AF,,42.82278,,,0.965,280.003240976345,,,AFG,99.3480987548828,,,,,,,,03,0.010399229824543001
15,1991-04-01,AF,,42.82278,,,0.965,277.463889678475,,,AFG,99.368766784668,,,,,,,,04,0.007970435544848442
16,1991-05-01,AF,,42.82278,,,0.965,269.214532046125,,,AFG,99.3811721801758,,,,,,,,05,0.009282050654292108
17,1991-06-01,AF,,42.82278,,,0.965,244.131464100744,,,AFG,99.3722076416016,,,,,,,,06,0.010118220001459122
18,1991-07-01,AF,,42.82278,,,0.965,245.053675729036,,,AFG,99.3602828979492,,,,,,,,07,0.008283755742013454
19,1991-08-01,AF,,42.82278,,,0.965,249.266398154957,,,AFG,99.3212585449219,,,,,,,,08,0.008505245670676231
20,1991-09-01,AF,,42.82278,,,0.965,257.135170998632,,,AFG,99.2989654541016,,,,,,,,09,0.011421626433730124
21,1991-10-01,AF,,42.82278,,,0.965,253.540462017792,,,AFG,99.2977294921875,,,,,,,,10,0.009185027331113815
22,1991-11-01,AF,,42.82278,,,0.965,252.989679673046,,,AFG,99.2853393554688,,,,,,,,11,0.006952947936952114
23,1991-12-01,AF,,42.82278,,,0.965,234.894920253472,,,AFG,99.2525634765625,,,,,,,,12,0.0067479959689080715
24,1992-01-01,AF,,42.82278,,,0.965,226.87848529309,,,AFG,99.2295608520508,,,,,,,,01,0.008446339517831802
