year;FIMM_PA;BCAXF_BP6_USD;NGDP_R_K_IX;credit_private;debt_service;month;couprisk;gdp_growth;credit_growth;inflation;stock_growth;exchange_change;exchange_12a;industrial_growth;commodities_growth;reserves_gdp;imports_gdp;exports_gdp;year2;Country_AF;Country_BD;Country_BO;Country_BR;Country_CH;Country_CL;Country_CO;Country_CR;Country_DZ;Country_EC;Country_EG;Country_ET;Country_GH;Country_ID;Country_IN;Country_KR;Country_MA;Country_MM;Country_MX;Country_MY;Country_NG;Country_PH;Country_PK;Country_PY;Country_RU;Country_SA;Country_SD;Country_TH;Country_TR;Country_TZ;Country_UA;Country_UG;Country_UY;Country_UZ;Country_VN;Country_ZA
01/10/2019;;0.004100824;1.775534686;;;1.023791265;-0.41744299;-1.772584317;;-1.346555388;;-0.2039413;-1.367511579;-0.183992873;-0.269325238;1.147553507;-0.695755192;-0.664080726;20191001;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/1990;;;;;;-1.585216752;-0.712755336;;;;;;;;;;;;19900101;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/02/1990;;;;;;-1.295000147;-0.695733563;;;;;-0.209836614;;;;;;;19900201;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/03/1990;;;;;;-1.004783541;-0.695631996;;;;;-0.266271514;;;;;;;19900301;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/04/1990;;;;;;-0.714566936;-0.705472229;;;;;0.014378303;;;;;;;19900401;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/05/1990;;;;;;-0.424350331;-0.663870792;;;;;1.17997517;;;;;;;19900501;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/06/1990;;;;;;-0.134133725;-0.728349233;;;;;0.742329088;;;;;;;19900601;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/07/1990;;;;;;0.15608288;-0.721401002;;;;;0.140850209;;;;;;;19900701;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/08/1990;;;;;;0.446299486;-0.739227563;;;;;0.207564093;;;;;;;19900801;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/09/1990;;;;;;0.736516091;-0.680914444;;;;;1.35780597;;;;;;;19900901;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/10/1990;;;;;;1.026732696;-0.680945502;;;;;0.360976743;;;;;;;19901001;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/11/1990;;;;;;1.316949302;-0.704563998;;;;;3.410096023;;;;;;;19901101;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/12/1990;;;;;;1.607165907;-0.700889804;;;;;2.971385921;;;;;;;19901201;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/1991;;;;;;-1.585216752;0.063498125;;;1.66708447;;8.303289702;3.644359092;;-0.188773432;;;;19910101;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/02/1991;;;;;;-1.295000147;0.12888671;;;1.817601177;;1.019656992;4.004755609;;-0.535030749;;;;19910201;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/03/1991;;;;;;-1.004783541;0.25081786;;;2.012902579;;1.753712284;4.623966576;;-0.276320807;;;;19910301;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/04/1991;;;;;;-0.714566936;0.096790079;;;1.458552636;;-0.122785366;4.579342769;;0.053604692;;;;19910401;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/05/1991;;;;;;-0.424350331;0.074471674;;;1.813954447;;-0.255858478;4.132819312;;0.083982617;;;;19910501;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/06/1991;;;;;;-0.134133725;-0.578801575;;;1.406642504;;0.666345919;4.11000009;;0.091738253;;;;19910601;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/07/1991;;;;;;0.15608288;-0.598737872;;;1.672817135;;-0.822152452;3.815459533;;-0.052715947;;;;19910701;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/08/1991;;;;;;0.446299486;-0.586115502;;;1.811565907;;-0.293448932;3.66774468;;-0.986057148;;;;19910801;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/09/1991;;;;;;0.736516091;0.327514207;;;1.96424856;;6.902512854;5.211673193;;-1.328555545;;;;19910901;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/10/1991;;;;;;1.026732696;-0.598497387;;;2.002508988;;-0.084718748;5.059303999;;-1.310610551;;;;19911001;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/11/1991;;;;;;1.316949302;-0.548998033;;;1.90560316;;-0.819964278;3.772251882;;-1.334048761;;;;19911101;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/12/1991;;;;;;1.607165907;-0.586319463;;;1.734224914;;-1.197033017;2.657422625;;-1.23181517;;;;19911201;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/1992;;;;;;-1.585216752;-0.54606971;;;1.919161963;;-0.560639656;0.901058533;;-1.119327508;;;;19920101;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/02/1992;;;;;;-1.295000147;-0.091527144;;;2.061945171;;1.352246685;0.963415681;;-0.596072135;;;;19920201;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/03/1992;;;;;;-1.004783541;1.222364174;;;1.612990472;;-0.204100203;0.601239399;;-0.534117021;;;;19920301;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/04/1992;;;;;;-0.714566936;1.278485825;;;2.079675504;;-0.141319768;0.597820588;;-0.371306605;;;;19920401;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/05/1992;;;;;;-0.424350331;1.507871481;;;2.353933713;;-0.752236049;0.505886839;;-0.188544714;;;;19920501;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/06/1992;;;;;;-0.134133725;1.853069406;;;3.116937358;;-1.091792719;0.196176416;;0.201971005;;;;19920601;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/07/1992;;;;;;0.15608288;1.942685409;;;3.12069964;;-0.647292118;0.226677888;;0.083911769;;;;19920701;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/08/1992;;;;;;0.446299486;0.583009136;;;3.098350014;;-0.862386339;0.128687343;;0.004065645;;;;19920801;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/09/1992;;;;;;0.736516091;0.568914765;;;2.797562174;;0.222680299;-0.7684762;;-0.089419291;;;;19920901;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/10/1992;;;;;;1.026732696;2.177023988;;;2.302142728;;1.171260993;-0.597952607;;-0.235929297;;;;19921001;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/11/1992;;;;;;1.316949302;2.302671155;;;2.013542236;;0.645565376;-0.384592837;;-0.294870014;;;;19921101;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/12/1992;;;;;;1.607165907;0.524928424;;;1.99645059;;0.000134511;-0.198480297;;-0.137821572;;;;19921201;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/1993;;;;;;-1.585216752;0.978759176;;;1.888923849;;-0.448620652;-0.180714468;;0.066518732;;;;19930101;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/02/1993;;;;;;-1.295000147;1.266014314;;;1.98110464;;0.512652103;-0.305800975;;0.240995304;;;;19930201;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/03/1993;;;;;;-1.004783541;1.253899612;;;2.076253326;;-0.474978264;-0.347184876;;0.408615854;;;;19930301;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/04/1993;;;;;;-0.714566936;1.476593492;;;1.76277239;;-0.764553191;-0.441274746;;0.229286147;;;;19930401;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/05/1993;;;;;;-0.424350331;3.016931654;;;1.799947579;;-0.004761855;-0.328478527;;-0.042708456;;;;19930501;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/06/1993;;;;;;-0.134133725;2.956675206;;;0.694554612;;0.577613243;-0.066517792;;-0.381969878;;;;19930601;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/07/1993;;;;;;0.15608288;4.105040138;;;0.873066372;;0.619983613;0.141130434;;-0.492156106;;;;19930701;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/08/1993;;;;;;0.446299486;1.839740319;;;0.732957998;;-0.669699612;0.17440489;;-0.433121562;;;;19930801;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/09/1993;;;;;;0.736516091;1.897837664;;;0.845717226;;-0.68651196;0.022301022;;-0.669505245;;;;19930901;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/10/1993;;;;;;1.026732696;1.990478;;;0.900578101;;0.343692975;-0.107438247;;-0.700857575;;;;19931001;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/11/1993;;;;;;1.316949302;2.017954597;;;0.83401458;;0.084201337;-0.194528387;;-0.659790796;;;;19931101;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/12/1993;;;;;;1.607165907;2.329216576;;;0.769462939;;-0.186622041;-0.22358772;;-0.860266733;;;;19931201;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/1994;;;;;;-1.585216752;7.688185312;;;1.23744182;;-0.276366652;-0.196533405;;-0.60140363;;;;19940101;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/02/1994;;;;;;-1.295000147;6.398948508;;;1.389318857;;-0.405279442;-0.33676462;;-0.652911166;;;;19940201;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/03/1994;1.684569815;;;;;-1.004783541;0.66027065;;;1.268204575;;2.13325355;0.062687478;;-0.958708569;;;;19940301;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/04/1994;2.079674545;;;;;-0.714566936;0.569603064;;;1.366771658;;10.66707064;1.997285754;;-0.797530874;;;;19940401;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/05/1994;2.145525333;;;;;-0.424350331;0.937793488;;;1.693072827;;0.543563108;2.125002544;;-0.56267453;;;;19940501;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/06/1994;2.227838819;;;;;-0.134133725;2.485928737;;;2.095680678;;0.752394191;2.165664922;;-0.279665722;;;;19940601;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/07/1994;2.27722691;;;;;0.15608288;2.176253847;;;2.204176408;;-0.250661283;1.962185998;;-0.037611276;;;;19940701;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/08/1994;2.293689607;;;;;0.446299486;1.956133727;;;2.290691001;;0.002910982;2.121760952;;-0.32011549;;;;19940801;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/09/1994;2.27722691;;;;;0.736516091;0.349793679;;;2.742702442;;1.473753456;2.647045387;;-0.366334083;;;;19940901;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/10/1994;2.310152304;;;;;1.026732696;1.662157521;;;2.76806332;;-0.1892449;2.512356003;;-0.336689564;;;;19941001;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/11/1994;2.310152304;;;;;1.316949302;0.323687497;;;2.77852821;;0.825987353;2.698025415;;-0.114502428;;;;19941101;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/12/1994;2.310152304;;;;;1.607165907;0.313744409;;;3.070995126;;0.029093701;2.753959729;;0.111043295;;;;19941201;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/1995;2.260764213;;;;;-1.585216752;0.965544903;;;3.255916275;;-0.42213971;2.715750194;;0.037287155;;;;19950101;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/02/1995;2.260764213;;;;;-1.295000147;-0.065502805;;;2.896718646;;0.516885238;2.957319068;;0.097448929;;;;19950201;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/03/1995;2.260764213;;;;;-1.004783541;-0.075456344;;;2.719982673;;-0.334191338;2.345211723;;0.275152765;;;;19950301;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/04/1995;2.260764213;;;;;-0.714566936;-0.006440944;;;2.632971542;;0.553516773;0.543514084;;0.287251918;;;;19950401;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/05/1995;2.260764213;;;;;-0.424350331;1.371208298;;;2.274751386;;0.484529729;0.532993853;;0.066592359;;;;19950501;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/06/1995;2.260764213;;;;;-0.134133725;1.870277165;;;2.380322799;;1.783868085;0.71511971;;-0.226423086;;;;19950601;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/07/1995;2.299265523;;;;;0.15608288;1.326371887;;;2.19543907;;0.041802859;0.770497162;;-0.591379639;;;;19950701;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/08/1995;2.301920956;;;;;0.446299486;0.193573087;;;2.248871105;;0.558945617;0.875925476;;-0.331166517;;;;19950801;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/09/1995;2.301920956;;;;;0.736516091;1.738467694;;;1.763378681;;-0.679419808;0.480185827;;-0.104490267;;;;19950901;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/10/1995;2.301920956;;;;;1.026732696;2.130212325;;;1.466581652;;0.186922653;0.548120108;;-0.194422745;;;;19951001;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/11/1995;2.30136287;;;;;1.316949302;2.266264047;;;1.515707842;;0.020619888;0.405858707;;-0.164975024;;;;19951101;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/12/1995;2.301899554;;;;;1.607165907;0.597660798;;;1.356557827;;0.157785734;0.428584289;;0.291406497;;;;19951201;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/1996;2.301920956;;;;;-1.585216752;0.74320371;;;1.115608419;;0.632309023;0.61865319;;0.262100826;;;;19960101;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/02/1996;2.301920956;;;;;-1.295000147;0.788635684;;;1.313004234;;-0.429248381;0.4474269;;0.358343515;;;;19960201;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/03/1996;2.301920956;;;;;-1.004783541;-0.269573027;;;1.335774193;;-0.185257954;0.474288666;;0.39331458;;;;19960301;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/04/1996;2.301920956;;;;;-0.714566936;-0.249672131;;;1.330811961;;0.103080844;0.395123325;;0.170241679;;;;19960401;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/05/1996;2.301920956;;;;;-0.424350331;-0.244659592;;;1.38774218;;0.295418885;0.362326092;;0.027413439;;;;19960501;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/06/1996;2.301920956;;;;;-0.134133725;0.661478853;;;1.302468188;;-0.245919282;0.027684364;;0.174435765;;;;19960601;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/07/1996;2.301920956;;;;;0.15608288;-0.239585231;;;1.099609961;;-0.281414301;-0.025063168;;0.598833139;;;;19960701;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/08/1996;2.301920956;;;;;0.446299486;-0.167353624;;;0.816303037;;-0.142526186;-0.136213643;;0.506764543;;;;19960801;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/09/1996;2.301920956;;;;;0.736516091;-0.163418723;;;0.671990452;;0.104161383;-0.009644554;;0.617828609;;;;19960901;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/10/1996;2.301920956;;;;;1.026732696;-0.155488938;;;0.808548825;;-0.434652024;-0.109754245;;0.996496577;;;;19961001;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/11/1996;2.301920956;;;;;1.316949302;0.007123293;;;0.683269027;;-0.016541186;-0.115643333;;0.965763225;;;;19961101;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/12/1996;2.029267413;;;;;1.607165907;-0.213828203;;;0.662405118;;-0.05482997;-0.149131576;;0.92009861;;;;19961201;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/1997;2.013487918;;;;;-1.585216752;-0.272263662;;;0.502551397;;0.323746082;-0.196580267;;0.763035283;;;;19970101;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/02/1997;2.011387277;;;;;-1.295000147;-0.210543035;;;0.122631305;;-0.25244817;-0.168660232;;0.025103021;;;;19970201;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/03/1997;2.013823757;;;;;-1.004783541;-0.121513469;;;-0.13086541;;-0.491774432;-0.216949444;;-0.233089838;;;;19970301;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/04/1997;2.004221065;;;;;-0.714566936;-0.203866273;;;-0.183153892;;0.216595947;-0.199439781;;-0.411188476;;;;19970401;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/05/1997;2.003534571;;;;;-0.424350331;-0.203030114;;;-0.62531838;;-0.5441005;-0.328579148;;0.043166045;;;;19970501;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/06/1997;1.996332141;;;;;-0.134133725;1.05886765;;;-0.644902391;;0.023140886;-0.28762982;;-0.126812744;;;;19970601;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/07/1997;1.7668833;;;;;0.15608288;0.791653835;;;-0.389827621;;0.679391661;-0.139814974;;-0.24348065;;;;19970701;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/08/1997;1.715104825;;;;;0.446299486;-0.143773584;;;-0.476080272;;-0.579939389;-0.209068687;;-0.083653254;;;;19970801;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/09/1997;1.643413072;;;;;0.736516091;-0.235131603;;;-0.452839984;;-0.510182177;-0.30399744;;-0.138470318;;;;19970901;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/10/1997;1.643413072;;;;;1.026732696;-0.239847611;;;-0.5818956;;-0.679719816;-0.341763052;;-0.240005292;;;;19971001;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/11/1997;1.522687175;;;;;1.316949302;-0.242431233;;;-0.37580218;;0.108560112;-0.322935657;;-0.451230267;;;;19971101;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/12/1997;1.190688902;;;;;1.607165907;-0.218713047;;;-0.267405536;;0.075366627;-0.303228333;;-1.076860579;;;;19971201;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/1998;0.897899834;;;;;-1.585216752;0.564807937;;;-0.341879492;;0.199362775;-0.3218927;;-1.326571879;;;;19980101;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/02/1998;0.753795261;;;;;-1.295000147;-0.355174274;;;-0.452203285;;-0.402914643;-0.344833897;;-0.970976647;;;;19980201;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/03/1998;0.696807989;;;;;-1.004783541;-0.356024123;;;-0.334418281;;0.07891594;-0.257544923;;-0.908700888;;;;19980301;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/04/1998;0.696964385;;;;;-0.714566936;-0.357720214;;;-0.303413258;;-0.754968376;-0.40543296;;-0.679238519;;;;19980401;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
